0.000	0.000	27.200
5.000	0.000	27.298
10.000	0.000	27.298
15.000	0.000	27.200
20.000	100.000	27.461
25.000	100.000	27.917
30.000	100.000	28.568
35.000	100.000	29.317
40.000	100.000	30.229
45.000	100.000	31.369
50.000	100.000	32.379
55.000	100.000	33.486
60.000	100.000	34.528
65.000	100.000	35.603
70.000	100.000	36.580
75.000	100.000	37.720
80.000	100.000	38.762
85.000	100.000	40.000
90.000	100.000	40.553
95.000	100.000	41.530
100.000	100.000	42.507
105.000	100.000	43.419
110.000	100.000	44.201
115.000	100.000	45.015
120.000	100.000	45.764
125.000	100.000	46.676
130.000	100.000	47.425
135.000	100.000	48.141
140.000	100.000	48.890
145.000	100.000	49.509
150.000	100.000	50.226
155.000	100.000	50.812
160.000	100.000	51.496
165.000	100.000	52.050
170.000	100.000	52.636
175.000	100.000	53.222
180.000	100.000	53.938
185.000	100.000	54.394
190.000	100.000	54.915
195.000	100.000	55.437
200.000	100.000	55.925
205.000	100.000	56.414
210.000	100.000	57.130
215.000	100.000	57.456
220.000	100.000	57.912
225.000	100.000	58.368
230.000	100.000	58.758
235.000	100.000	59.182
240.000	100.000	59.638
245.000	100.000	59.996
250.000	100.000	60.452
255.000	100.000	60.810
260.000	100.000	61.136
265.000	100.000	61.559
270.000	100.000	61.885
275.000	100.000	62.341
280.000	100.000	62.601
285.000	100.000	62.992
290.000	100.000	63.383
295.000	100.000	63.709
300.000	100.000	63.969
305.000	100.000	64.262
310.000	100.000	64.555
315.000	100.000	64.849
320.000	100.000	65.109
325.000	100.000	64.816
330.000	100.000	65.826
335.000	100.000	65.956
340.000	100.000	66.216
345.000	100.000	66.444
350.000	100.000	66.705
355.000	100.000	66.965
360.000	100.000	67.291
365.000	100.000	67.487
370.000	100.000	67.715
375.000	100.000	67.943
380.000	100.000	68.105
385.000	100.000	68.398
390.000	100.000	68.594
395.000	100.000	68.822
400.000	100.000	68.920
405.000	100.000	69.180
410.000	100.000	69.343
415.000	100.000	69.506
420.000	100.000	69.799
425.000	100.000	70.059
430.000	100.000	70.222
435.000	100.000	70.320
440.000	100.000	70.580
445.000	100.000	70.874
450.000	100.000	70.939
455.000	100.000	71.004
460.000	100.000	71.264
465.000	100.000	71.395
470.000	100.000	71.623
475.000	100.000	71.785
480.000	100.000	72.013
485.000	100.000	71.981
490.000	100.000	72.111
495.000	100.000	72.241
500.000	100.000	72.437
505.000	100.000	72.567
510.000	100.000	72.795
515.000	100.000	72.893
